Precip	SWE	Intercep	Ponding	SoilWater	GW	ETtot	EvapS	EvapI	EvapT	Leakage	OvlndFlow	GWFlow	SatExtent	Run-off2Stream	GW2channel	MassBalError
0	0	0	0.382423	3.72765e+07	143696	11230.6	1633.86	0	9596.78	0	0.000148064	0.611112	0	0	0.382571	1.5985e-13
0	0	0	0.396765	3.72638e+07	142611	24005.3	4717.19	0	19288.1	0	0.000296771	1.22301	0	8.58846e-09	0.766126	3.99626e-14
2.04347e+06	0	0	0.573503	3.92677e+07	231282	63562.8	24624.4	16515.8	22422.5	0	0.000574242	1.96189	0	8.58846e-09	1.33991	1.32602e-13
2.92897e+06	0	0	0.678541	4.01054e+07	280883	111377	48873.4	33020.8	29482.4	0	0.000926706	2.75657	0	8.58846e-09	2.0188	-1.85261e-14
2.92897e+06	0	0	0.70168	4.00538e+07	278981	162937	77304	33020.8	52612.5	0	0.0012807	3.55228	0	8.58846e-09	2.70121	1.48209e-13
2.92897e+06	0	0	0.698665	4.00061e+07	277177	210590	103229	33020.8	74339.7	0	0.00163634	4.34907	0	8.58846e-09	3.38734	1.48209e-13
2.98563e+06	0	33.5642	0.69244	4.00205e+07	276675	252835	122361	49403.3	81070.8	0	0.00199538	5.14814	0	8.58846e-09	4.08014	9.25001e-14
3.55326e+06	0	0	0.746805	4.05493e+07	299992	291671	138955	65874.5	86841.7	0	0.00239942	5.97659	0	8.58846e-09	4.82735	1.64186e-13
3.55326e+06	0	0	0.770347	4.05095e+07	298395	331555	158560	65874.5	107120	0	0.00280567	6.80638	0	9.72809e-09	5.57951	1.64186e-13
3.55326e+06	0	0	0.764414	4.04629e+07	296606	378087	183445	65874.5	128767	0	0.00321383	7.63732	0	1.01634e-08	6.33616	1.82429e-14
4.17765e+06	0	0	0.825065	4.10319e+07	327110	433542	213979	82321.1	137242	0	0.00367704	8.50107	0	1.01634e-08	7.16169	1.43745e-13
4.17765e+06	0	0	0.845232	4.09833e+07	325240	482107	240172	82321.1	159614	0	0.00414241	9.36601	0	1.01634e-08	7.99247	2.51555e-13
4.17765e+06	0	0	0.844116	4.09364e+07	323392	529012	265338	82321.1	181353	0	0.00460996	10.2321	0	5.03359e-08	8.82853	5.39045e-14
4.17765e+06	0	0	0.856517	4.08914e+07	321580	573985	289258	82321.1	202406	0	0.0050797	11.0995	0	4.459e-07	9.66995	1.07809e-13
4.17765e+06	0	0	0.854289	4.08492e+07	319826	616204	311308	82321.1	222575	0	0.0055517	11.968	0	1.99937e-06	10.5169	1.61714e-13
4.17765e+06	0	0	0.871794	4.08062e+07	318030	659171	334108	82321.1	242742	0	0.00602587	12.8378	0	4.06286e-06	11.3691	1.61714e-13
4.17765e+06	0	0	0.864897	4.07673e+07	316342	698114	354115	82321.1	261678	0	0.00650236	13.7088	0	6.19212e-06	12.227	1.61714e-13
4.17765e+06	0	0	0.881099	4.07327e+07	314794	732689	371189	82321.1	279179	0	0.00698138	14.5811	0	8.19999e-06	13.0909	1.79682e-13
4.85881e+06	0	0	0.896559	4.13651e+07	327145	781422	396341	98706.4	286375	0	0.00749555	15.4729	0	8.19999e-06	13.988	1.23745e-13
5.53996e+06	0	0	0.998483	4.19962e+07	372302	831488	421412	115082	294994	0	0.00809309	16.4066	0	8.19999e-06	14.9871	1.39173e-13
7.58343e+06	0	0	1.37567	4.39901e+07	574263	881073	445662	131449	303961	0	0.0090037	17.4687	0	8.19999e-06	16.3637	3.32087e-14
7.58343e+06	0	0	1.40015	4.39425e+07	571409	928622	468544	131449	328630	0	0.0099186	18.5322	0	8.19999e-06	17.7516	-1.66044e-14
7.58343e+06	0	0	1.40847	4.38952e+07	568530	975948	491352	131449	353147	0	0.0108377	19.5972	0	8.19999e-06	19.1509	4.98131e-14
7.58343e+06	0	0	1.42702	4.38485e+07	565645	1.02269e+06	513837	131449	377403	0	0.011761	20.6637	0	8.28762e-06	20.5614	1.32835e-13
7.58343e+06	0	0	1.42813	4.38021e+07	562742	1.06906e+06	536133	131449	401475	0	0.0126883	21.7314	0	9.61368e-06	21.9832	4.98131e-14
7.58343e+06	0	0	1.45156	4.37618e+07	560141	1.10936e+06	554551	131449	423362	0	0.0136201	22.8008	0	1.40354e-05	23.4171	1.49439e-13
9.85395e+06	0	0	1.89396	4.59816e+07	871526	1.16013e+06	579392	147774	432960	0	0.0149638	23.9976	0	1.40354e-05	25.3124	9.48279e-14
1.12163e+07	0	0	2.2757	4.72882e+07	1.19047e+06	1.21579e+06	606569	164091	445135	0	0.0166447	25.28	0	1.40354e-05	27.5898	3.07215e-14
1.12163e+07	0	0	2.31064	4.72354e+07	1.18393e+06	1.26855e+06	630589	164091	473871	0	0.0183333	26.5641	0	1.40354e-05	29.8888	1.53607e-14
1.12163e+07	0	0	2.32849	4.71793e+07	1.17709e+06	1.32473e+06	656824	164091	503820	0	0.0200288	27.8497	0	1.40354e-05	32.209	4.60822e-14
1.12163e+07	0	0	2.35585	4.71299e+07	1.17076e+06	1.37409e+06	678598	164091	531399	0	0.0217321	29.137	0	1.40354e-05	34.5514	0
1.12163e+07	0	0	2.36965	4.70833e+07	1.16466e+06	1.42074e+06	698800	164091	557848	0	0.0234434	30.4261	0	1.40354e-05	36.9164	1.53607e-13
1.12163e+07	0	0	2.40161	4.70331e+07	1.15821e+06	1.47092e+06	721153	164091	585678	0	0.0251621	31.7168	0	1.41382e-05	39.3034	3.07215e-14
1.12163e+07	0	0	2.41551	4.69828e+07	1.15168e+06	1.52124e+06	743479	164091	613666	0	0.0268878	33.0091	0	1.43404e-05	41.7123	6.1443e-14
1.15001e+07	0	0	2.43438	4.72086e+07	1.15382e+06	1.57918e+06	772492	180363	626328	0	0.0286249	34.3039	0	1.43404e-05	44.1484	6.10856e-14
1.49059e+07	0	0	3.57332	5.05534e+07	2.60271e+06	1.64015e+06	803277	196628	640244	0	0.031441	35.8079	0	1.43404e-05	47.7245	1.28474e-13
1.5587e+07	0	0	3.8641	5.11745e+07	2.97196e+06	1.70025e+06	831513	212884	655857	0	0.03452	37.3541	0	1.43404e-05	51.5917	1.4091e-14
1.62682e+07	2556.43	0	4.17204	5.17903e+07	3.3642e+06	1.76306e+06	861700	229134	672226	0	0.0378793	38.9426	0	1.43404e-05	55.7671	1.11294e-13
1.89928e+07	22279.4	0	5.4921	5.44315e+07	5.2804e+06	1.82676e+06	892302	245376	689081	0	0.0425479	40.7028	0	1.43404e-05	61.2639	1.32383e-14
1.92766e+07	23033.6	0	5.67305	5.46514e+07	5.44434e+06	1.88988e+06	921356	261611	706909	0	0.047368	42.4805	0	1.43404e-05	66.9417	7.90312e-14
1.92766e+07	21353.2	0	5.74289	5.45837e+07	5.42225e+06	1.95927e+06	951969	261611	745692	0	0.052208	44.2604	0	1.43404e-05	72.6827	7.90312e-14
1.92766e+07	20012.2	0	5.80439	5.45203e+07	5.40096e+06	2.024e+06	979384	261611	783008	0	0.0570687	46.0424	0	1.43404e-05	78.488	3.95156e-14
1.92766e+07	18671.8	0	5.87067	5.44559e+07	5.37948e+06	2.0897e+06	1.00726e+06	261611	820834	0	0.0619494	47.8265	0	1.43404e-05	84.3576	5.26874e-14
1.92766e+07	17320.1	0	5.93265	5.43919e+07	5.358e+06	2.15507e+06	1.03445e+06	261611	859005	0	0.0668491	49.6126	0	1.43404e-05	90.2913	1.31719e-13
1.97875e+07	23405.9	0	6.08162	5.48281e+07	5.54187e+06	2.2237e+06	1.06835e+06	277819	877525	0	0.071886	51.4142	0	1.43404e-05	96.3779	1.17486e-13
2.09227e+07	61626.9	0	6.74339	5.58561e+07	6.37453e+06	2.29268e+06	1.10164e+06	294021	897023	0	0.0775816	53.2865	0	1.43404e-05	103.127	7.67963e-14
2.27959e+07	144011	0	7.92323	5.75802e+07	7.85532e+06	2.35938e+06	1.13235e+06	310215	916821	0	0.0844976	55.2764	0	1.43404e-05	111.057	3.7201e-14
2.51799e+07	252876	0	139.653	5.97886e+07	9.8115e+06	2.42597e+06	1.16234e+06	326402	937228	0	0.0932162	57.4166	5.88685e-05	100.757	120.651	5.96355e-14
2.71666e+07	342831	0	132.853	6.16122e+07	1.13832e+07	2.49918e+06	1.19802e+06	342582	958580	0	0.10366	59.6823	0.00264908	194.412	131.804	3.46784e-14
2.91533e+07	641524	0	214.698	6.32269e+07	1.26867e+07	2.57229e+06	1.23303e+06	358756	980508	0	0.116043	62.0736	0.0131277	345.123	144.652	2.24276e-14
3.25591e+07	1.17778e+06	0	2144.41	6.60011e+07	1.46765e+07	2.66574e+06	1.28787e+06	374922	1.00295e+06	0	1.13976	64.6802	0.104845	1843.73	160.644	4.26681e-14
3.26726e+07	1.15624e+06	0	106.222	6.60468e+07	1.48554e+07	2.75712e+06	1.33993e+06	391080	1.02611e+06	0	1.15618	67.2958	0.0133632	1895.03	177.042	4.25989e-14
3.26726e+07	1.11774e+06	0	56.295	6.59891e+07	1.48847e+07	2.8534e+06	1.3915e+06	391080	1.07083e+06	0	1.17267	69.9146	0.00700536	1917.13	193.618	3.19492e-14
3.26726e+07	1.08236e+06	0	54.7981	6.59312e+07	1.49132e+07	2.94668e+06	1.44057e+06	391080	1.11503e+06	0	1.18924	72.5365	0.00671101	1938.12	210.372	2.12994e-14
3.32402e+07	1.15277e+06	0	303.181	6.63431e+07	1.51244e+07	3.03175e+06	1.48663e+06	407221	1.13791e+06	0	1.20633	75.185	0.0243716	2120.57	227.612	2.1128e-14
3.32969e+07	1.13922e+06	29.7415	118.911	6.63334e+07	1.51571e+07	3.11182e+06	1.52751e+06	423266	1.16104e+06	0	1.22353	77.8381	0.0147171	2175.36	245.071	8.44442e-14
3.32969e+07	1.118e+06	23.4117	48.7899	6.62576e+07	1.51748e+07	3.20884e+06	1.58168e+06	423273	1.20389e+06	0	1.2408	80.4944	0.00518043	2192.24	262.712	2.11111e-14
3.32969e+07	1.09846e+06	19.2266	46.0616	6.61841e+07	1.51918e+07	3.30195e+06	1.63261e+06	423277	1.24607e+06	0	1.25814	83.1536	0.00453288	2207.27	280.531	6.33332e-14
3.48862e+07	1.62311e+06	0	1668.14	6.71605e+07	1.57213e+07	3.38862e+06	1.68127e+06	439386	1.26796e+06	0	2.56072	85.9026	0.0586331	3201.53	299.779	6.19385e-14
3.59079e+07	1.94643e+06	0	2861.17	6.77711e+07	1.61244e+07	3.47521e+06	1.72956e+06	455485	1.29016e+06	0	48.7264	88.7178	0.0995467	4889.98	320.287	2.0358e-14
3.64756e+07	2.10541e+06	0	2349.76	6.80971e+07	1.63841e+07	3.55834e+06	1.77435e+06	471574	1.31241e+06	0	86.1846	91.5856	0.116677	6196	341.733	2.02013e-14
4.07329e+07	4.53803e+06	0	60978	6.97807e+07	1.73187e+07	3.62862e+06	1.80618e+06	487653	1.33479e+06	0	12244.7	94.5909	0.261317	50085.8	367.894	1.9099e-14
4.19249e+07	5.13546e+06	0	38781.9	7.02968e+07	1.77553e+07	3.72329e+06	1.86349e+06	503721	1.35608e+06	0	18204.5	97.5962	0.262259	74915.8	400.114	0
4.34007e+07	5.91554e+06	0	71781.5	7.08526e+07	1.81061e+07	3.81357e+06	1.91647e+06	519775	1.37732e+06	0	34890.7	100.602	0.303055	121646	435.843	3.6935e-14
4.46495e+07	6.56991e+06	0	97885.5	7.12941e+07	1.84116e+07	3.9096e+06	1.97559e+06	535817	1.39819e+06	0	65644.4	103.607	0.32984	183147	475.421	0
4.70335e+07	7.91629e+06	0	278732	7.19204e+07	1.8785e+07	4.00806e+06	2.03749e+06	551844	1.41872e+06	0	197669	106.612	0.383352	400194	518.543	1.76719e-14
4.74706e+07	8.09848e+06	0	165111	7.20749e+07	1.89614e+07	4.12899e+06	2.12276e+06	567858	1.43836e+06	0	290737	109.618	0.353388	508135	566.975	1.75808e-14
4.83788e+07	8.58189e+06	0	198573	7.2251e+07	1.90467e+07	4.25512e+06	2.21469e+06	583857	1.45657e+06	0	379849	112.623	0.383175	614200	616.144	3.47887e-14
4.83788e+07	8.51218e+06	0	134996	7.22431e+07	1.91215e+07	4.3382e+06	2.26548e+06	583857	1.48886e+06	0	437972	115.628	0.181963	674654	665.863	6.95775e-14
4.83788e+07	8.45757e+06	0	99007.6	7.22106e+07	1.91537e+07	4.42352e+06	2.31946e+06	583857	1.5202e+06	0	475780	118.634	0.154118	712869	715.617	3.47887e-14
4.83788e+07	8.40518e+06	0	79134.8	7.21934e+07	1.91803e+07	4.48646e+06	2.35192e+06	583857	1.55069e+06	0	502282	121.639	0.166598	739658	765.384	1.73944e-14
4.85492e+07	8.4768e+06	0	71548.6	7.21939e+07	1.92087e+07	4.57138e+06	2.40401e+06	599791	1.56758e+06	0	523193	124.644	0.168011	761492	815.167	5.20795e-14
4.99115e+07	9.42544e+06	0	159511	7.23916e+07	1.92431e+07	4.65523e+06	2.45594e+06	615706	1.58359e+06	0	567292	127.65	0.319244	838888	864.982	5.12659e-14
5.11603e+07	1.03014e+07	0	247251	7.24985e+07	1.92961e+07	4.73633e+06	2.50579e+06	631602	1.59893e+06	0	664457	130.655	0.358039	961226	914.844	3.36947e-14
5.11603e+07	1.02441e+07	0	181483	7.24682e+07	1.93237e+07	4.81404e+06	2.55923e+06	631602	1.62321e+06	0	740078	133.66	0.218285	1.0368e+06	964.706	1.68474e-14
5.11603e+07	1.01902e+07	0	138840	7.24398e+07	1.93387e+07	4.88506e+06	2.60697e+06	631602	1.64649e+06	0	794031	136.665	0.225172	1.0907e+06	1014.57	0
5.11603e+07	1.01482e+07	0	105894	7.23701e+07	1.9351e+07	4.99215e+06	2.69188e+06	631602	1.66867e+06	0	831581	139.671	0.191382	1.1282e+06	1064.43	5.05421e-14
5.11603e+07	1.01025e+07	0	88128.6	7.234e+07	1.93544e+07	5.05853e+06	2.73669e+06	631602	1.69024e+06	0	858698	142.676	0.212162	1.1559e+06	1114.29	1.68474e-14
5.11603e+07	1.00706e+07	0	74463.6	7.22833e+07	1.93594e+07	5.14028e+06	2.79807e+06	631602	1.71061e+06	0	879196	145.681	0.199623	1.17639e+06	1164.15	0
5.18982e+07	1.06314e+07	0	85522.9	7.23242e+07	1.9359e+07	5.24529e+06	2.87712e+06	647367	1.7208e+06	0	899360	148.687	0.209278	1.20013e+06	1214.02	3.34159e-14
5.24658e+07	1.10652e+07	0	88171	7.23292e+07	1.93561e+07	5.35159e+06	2.95824e+06	663109	1.73023e+06	0	919251	151.692	0.209925	1.22153e+06	1263.88	4.98069e-14
5.24658e+07	1.10383e+07	0	78486	7.22821e+07	1.93529e+07	5.41841e+06	3.00928e+06	663109	1.74602e+06	0	936137	154.697	0.209631	1.2387e+06	1313.74	3.32046e-14
5.24658e+07	1.10184e+07	0	74004.2	7.22341e+07	1.93449e+07	5.4758e+06	3.0514e+06	663109	1.7613e+06	0	951116	157.703	0.213281	1.25391e+06	1363.6	3.32046e-14
5.24658e+07	1.10013e+07	0	73030.1	7.21895e+07	1.93349e+07	5.52449e+06	3.0853e+06	663109	1.77608e+06	0	965041	160.708	0.219815	1.269e+06	1413.47	0
5.24658e+07	1.09901e+07	0	70348.6	7.21368e+07	1.93235e+07	5.57807e+06	3.12491e+06	663109	1.79006e+06	0	978069	163.713	0.207394	1.28241e+06	1463.33	3.32046e-14
5.3147e+07	1.1553e+07	0	88061	7.21726e+07	1.93111e+07	5.62609e+06	3.14957e+06	678721	1.7978e+06	0	994861	166.719	0.221522	1.3077e+06	1513.19	3.29545e-14
5.65528e+07	1.46903e+07	0	146490	7.22805e+07	1.93128e+07	5.67595e+06	3.17713e+06	694306	1.80452e+06	0	1.04711e+06	169.724	0.242126	1.37388e+06	1563.05	3.17585e-14
6.08101e+07	1.86299e+07	0	223809	7.23266e+07	1.93179e+07	5.71208e+06	3.19043e+06	709863	1.81179e+06	0	1.20529e+06	172.729	0.274798	1.54016e+06	1612.91	3.03802e-14
6.09804e+07	1.87388e+07	0	165333	7.23192e+07	1.93119e+07	5.74597e+06	3.20234e+06	725393	1.81823e+06	0	1.29866e+06	175.735	0.248072	1.6335e+06	1662.78	3.03275e-14
6.14346e+07	1.91226e+07	0	139930	7.23052e+07	1.93026e+07	5.79583e+06	3.23174e+06	740893	1.8232e+06	0	1.35868e+06	178.74	0.24248	1.69348e+06	1712.64	6.0376e-14
6.18887e+07	1.95128e+07	0	126718	7.22816e+07	1.92922e+07	5.85353e+06	3.26928e+06	756365	1.82789e+06	0	1.40168e+06	181.745	0.239477	1.73651e+06	1762.5	3.00498e-14
6.18887e+07	1.94806e+07	0	120395	7.22571e+07	1.92809e+07	5.88254e+06	3.29005e+06	756365	1.83613e+06	0	1.43562e+06	184.751	0.250486	1.77095e+06	1812.36	1.50249e-14
6.1991e+07	1.95379e+07	0	120842	7.22354e+07	1.92682e+07	5.91685e+06	3.30441e+06	771777	1.84067e+06	0	1.46765e+06	187.756	0.263437	1.80387e+06	1862.23	0
6.1991e+07	1.951e+07	0	123064	7.22127e+07	1.92539e+07	5.93287e+06	3.31268e+06	771777	1.84841e+06	0	1.49992e+06	190.761	0.276564	1.83741e+06	1912.09	3.00188e-14
6.23318e+07	1.98083e+07	0	122659	7.21887e+07	1.92396e+07	5.96606e+06	3.32672e+06	787130	1.85221e+06	0	1.53359e+06	193.767	0.278625	1.87138e+06	1961.95	0
6.23318e+07	1.97893e+07	0	120140	7.2159e+07	1.92233e+07	5.98482e+06	3.33905e+06	787130	1.85864e+06	0	1.56606e+06	196.772	0.282157	1.90397e+06	2011.81	0
6.3081e+07	2.04905e+07	0	121413	7.21433e+07	1.92057e+07	6.01195e+06	3.34768e+06	802422	1.86185e+06	0	1.60143e+06	199.777	0.289869	1.93986e+06	2061.67	2.96928e-14
6.45115e+07	2.1866e+07	0	127620	7.21326e+07	1.91876e+07	6.0314e+06	3.34901e+06	817683	1.86471e+06	0	1.64141e+06	202.783	0.300936	1.98103e+06	2111.54	7.3189e-14
6.45115e+07	2.18368e+07	0	128820	7.21113e+07	1.91702e+07	6.03899e+06	3.35202e+06	817683	1.86929e+06	0	1.68313e+06	205.788	0.306529	2.02289e+06	2161.4	5.85512e-14
6.45115e+07	2.18143e+07	0	126671	7.20847e+07	1.91502e+07	6.0493e+06	3.35808e+06	817683	1.87354e+06	0	1.72402e+06	208.793	0.308236	2.06374e+06	2211.26	5.85512e-14
6.45115e+07	2.17956e+07	0	123942	7.2056e+07	1.9129e+07	6.06038e+06	3.36513e+06	817683	1.87756e+06	0	1.76312e+06	211.799	0.308766	2.1028e+06	2261.12	7.3189e-14
6.45115e+07	2.17819e+07	0	119547	7.20248e+07	1.9107e+07	6.07355e+06	3.37453e+06	817683	1.88133e+06	0	1.79926e+06	214.804	0.303703	2.1389e+06	2310.99	5.85512e-14
6.45115e+07	2.17681e+07	0	118771	7.19955e+07	1.90847e+07	6.08286e+06	3.38012e+06	817683	1.88506e+06	0	1.83376e+06	217.809	0.307882	2.17341e+06	2360.85	7.3189e-14
6.52494e+07	2.24688e+07	0	123343	7.19718e+07	1.90629e+07	6.10205e+06	3.38217e+06	832755	1.88713e+06	0	1.87088e+06	220.815	0.317478	2.21149e+06	2410.71	5.81298e-14
6.56467e+07	2.28353e+07	0	123367	7.19441e+07	1.90403e+07	6.1218e+06	3.38529e+06	847796	1.88871e+06	0	1.90969e+06	223.82	0.317184	2.25053e+06	2460.57	0
6.56467e+07	2.28237e+07	0	120246	7.19133e+07	1.90169e+07	6.12993e+06	3.39077e+06	847796	1.89137e+06	0	1.94707e+06	226.825	0.315477	2.28786e+06	2510.43	0
6.56467e+07	2.28171e+07	0	115399	7.18799e+07	1.89928e+07	6.14027e+06	3.39883e+06	847796	1.89364e+06	0	1.98156e+06	229.831	0.301348	2.32231e+06	2560.3	1.44764e-14
6.56467e+07	2.28137e+07	0	110568	7.18445e+07	1.89684e+07	6.15255e+06	3.40927e+06	847796	1.89548e+06	0	2.01296e+06	232.836	0.292636	2.35369e+06	2610.16	0
6.56467e+07	2.28099e+07	0	108489	7.1811e+07	1.89437e+07	6.16258e+06	3.41788e+06	847796	1.89691e+06	0	2.04226e+06	235.841	0.294225	2.38302e+06	2660.02	0
6.58171e+07	2.2958e+07	0	110939	7.17819e+07	1.89191e+07	6.18188e+06	3.42151e+06	862675	1.89769e+06	0	2.07195e+06	238.847	0.305469	2.41325e+06	2709.88	4.33573e-14
6.58171e+07	2.29563e+07	0	109176	7.17483e+07	1.88941e+07	6.18972e+06	3.428e+06	862675	1.89905e+06	0	2.10114e+06	241.852	0.296933	2.44241e+06	2759.74	2.89049e-14
6.62712e+07	2.33853e+07	0	113285	7.17208e+07	1.88688e+07	6.20681e+06	3.42959e+06	877490	1.89973e+06	0	2.13254e+06	244.857	0.307824	2.4747e+06	2809.61	5.75562e-14
6.74065e+07	2.44936e+07	0	116156	7.16939e+07	1.88434e+07	6.22279e+06	3.43018e+06	892272	1.90034e+06	0	2.16754e+06	247.863	0.313357	2.51011e+06	2859.47	0
6.74065e+07	2.44829e+07	0	117204	7.16646e+07	1.88186e+07	6.22501e+06	3.4313e+06	892272	1.90143e+06	0	2.20426e+06	250.868	0.315712	2.54685e+06	2909.33	2.84661e-14
6.74065e+07	2.44732e+07	0	117542	7.16343e+07	1.87938e+07	6.22753e+06	3.4328e+06	892272	1.90246e+06	0	2.24133e+06	253.873	0.317301	2.58388e+06	2959.19	0
6.74065e+07	2.44659e+07	0	116630	7.16029e+07	1.87685e+07	6.23107e+06	3.4354e+06	892272	1.9034e+06	0	2.27742e+06	256.879	0.317655	2.61995e+06	3009.06	1.4233e-14
6.74065e+07	2.44588e+07	0	116314	7.15717e+07	1.87432e+07	6.23468e+06	3.4381e+06	892272	1.90431e+06	0	2.31253e+06	259.884	0.31736	2.65502e+06	3058.92	0
6.91094e+07	2.61379e+07	0	116576	7.1543e+07	1.87177e+07	6.2498e+06	3.43818e+06	906891	1.90473e+06	0	2.34957e+06	262.889	0.32101	2.6921e+06	3108.78	5.60209e-14
6.99608e+07	2.69661e+07	0	116331	7.15139e+07	1.86918e+07	6.2648e+06	3.43821e+06	921479	1.90511e+06	0	2.38722e+06	265.895	0.321893	2.7297e+06	3158.64	2.77881e-14
7.08123e+07	2.77954e+07	0	115770	7.14843e+07	1.86658e+07	6.27968e+06	3.43821e+06	936034	1.90544e+06	0	2.42459e+06	268.9	0.323424	2.76704e+06	3208.5	0
7.14934e+07	2.84516e+07	0	116941	7.14553e+07	1.86399e+07	6.29453e+06	3.43821e+06	950556	1.90576e+06	0	2.46255e+06	271.905	0.32413	2.80495e+06	3258.37	4.10949e-14
7.19476e+07	2.88824e+07	0	117006	7.14257e+07	1.86145e+07	6.30928e+06	3.43822e+06	965046	1.90601e+06	0	2.50067e+06	274.911	0.326308	2.84303e+06	3308.23	1.36413e-14
7.19476e+07	2.88739e+07	0	116980	7.13956e+07	1.8589e+07	6.3097e+06	3.43828e+06	965046	1.90638e+06	0	2.53884e+06	277.916	0.326485	2.88115e+06	3358.09	0
7.19476e+07	2.88667e+07	0	116413	7.13652e+07	1.85635e+07	6.3101e+06	3.43842e+06	965046	1.90663e+06	0	2.57666e+06	280.921	0.327074	2.91894e+06	3407.95	-1.36413e-14
7.19476e+07	2.88606e+07	0	115689	7.13343e+07	1.85376e+07	6.31051e+06	3.43871e+06	965046	1.90675e+06	0	2.6139e+06	283.927	0.326838	2.95613e+06	3457.82	-2.72827e-14
7.19476e+07	2.88554e+07	0	114994	7.13032e+07	1.85111e+07	6.31098e+06	3.43919e+06	965046	1.90675e+06	0	2.6505e+06	286.932	0.327074	2.99269e+06	3507.68	1.36413e-14
7.19476e+07	2.88509e+07	0	114275	7.12718e+07	1.84848e+07	6.31178e+06	3.43999e+06	965046	1.90675e+06	0	2.68628e+06	289.937	0.326662	3.02844e+06	3557.54	0
7.2799e+07	2.96838e+07	0	113870	7.12409e+07	1.84586e+07	6.3261e+06	3.44e+06	979343	1.90675e+06	0	2.72186e+06	292.943	0.327486	3.06398e+06	3607.4	4.06075e-14
7.32531e+07	3.01193e+07	0	113785	7.12098e+07	1.84324e+07	6.34037e+06	3.44001e+06	993608	1.90675e+06	0	2.75734e+06	295.948	0.327486	3.09941e+06	3657.26	1.34802e-14
7.32531e+07	3.01152e+07	0	113654	7.11786e+07	1.84057e+07	6.34054e+06	3.44018e+06	993608	1.90675e+06	0	2.79265e+06	298.953	0.328074	3.13468e+06	3707.13	0
7.35939e+07	3.04378e+07	0	113550	7.11474e+07	1.83784e+07	6.35489e+06	3.44033e+06	1.00781e+06	1.90675e+06	0	2.82772e+06	301.959	0.327957	3.1697e+06	3756.99	-5.37552e-14
7.35939e+07	3.04316e+07	0	114580	7.11166e+07	1.83517e+07	6.3555e+06	3.44094e+06	1.00781e+06	1.90675e+06	0	2.86313e+06	304.964	0.329075	3.20508e+06	3806.85	-5.37552e-14
7.35939e+07	3.04265e+07	0	114776	7.10852e+07	1.83251e+07	6.35642e+06	3.44186e+06	1.00781e+06	1.90675e+06	0	2.89845e+06	307.969	0.328369	3.24038e+06	3856.71	-2.68776e-14
7.35939e+07	3.04213e+07	0	114987	7.10539e+07	1.82983e+07	6.3575e+06	3.44294e+06	1.00781e+06	1.90675e+06	0	2.93365e+06	310.974	0.328192	3.27556e+06	3906.58	0
7.39346e+07	3.07437e+07	0	114809	7.10226e+07	1.82717e+07	6.37183e+06	3.4432e+06	1.02188e+06	1.90675e+06	0	2.9691e+06	313.98	0.328428	3.31097e+06	3956.44	0
7.39346e+07	3.07407e+07	0	113967	7.09906e+07	1.82448e+07	6.37354e+06	3.44491e+06	1.02188e+06	1.90675e+06	0	3.00327e+06	316.985	0.327074	3.34512e+06	4006.3	0
7.39346e+07	3.07351e+07	0	115044	7.09594e+07	1.82173e+07	6.37484e+06	3.4462e+06	1.02188e+06	1.90675e+06	0	3.03761e+06	319.99	0.328545	3.37946e+06	4056.16	1.33976e-14
7.39346e+07	3.07284e+07	0	116499	7.09284e+07	1.81899e+07	6.37607e+06	3.44743e+06	1.02188e+06	1.90675e+06	0	3.07271e+06	322.996	0.329487	3.41456e+06	4106.02	0
7.42754e+07	3.10499e+07	0	116496	7.08973e+07	1.81626e+07	6.39028e+06	3.4477e+06	1.03583e+06	1.90675e+06	0	3.10882e+06	326.001	0.329605	3.45064e+06	4155.89	8.01402e-14
7.47862e+07	3.15388e+07	0	117618	7.0867e+07	1.81352e+07	6.4042e+06	3.4477e+06	1.04975e+06	1.90675e+06	0	3.1461e+06	329.006	0.330311	3.48788e+06	4205.75	0
7.47862e+07	3.15322e+07	0	117791	7.08356e+07	1.81079e+07	6.40545e+06	3.44895e+06	1.04975e+06	1.90675e+06	0	3.18266e+06	332.012	0.329311	3.52442e+06	4255.61	1.32958e-14
7.47862e+07	3.15262e+07	0	118112	7.08037e+07	1.80805e+07	6.40725e+06	3.45075e+06	1.04975e+06	1.90675e+06	0	3.21837e+06	335.017	0.328722	3.56013e+06	4305.47	1.32958e-14
7.72838e+07	3.39996e+07	0	120403	7.07736e+07	1.80528e+07	6.42108e+06	3.45075e+06	1.06357e+06	1.90675e+06	0	3.25654e+06	338.022	0.330017	3.59835e+06	4355.33	1.3006e-14
7.85326e+07	3.52236e+07	0	121718	7.07434e+07	1.80256e+07	6.43487e+06	3.45075e+06	1.07737e+06	1.90675e+06	0	3.29635e+06	341.028	0.330841	3.63814e+06	4405.2	0
7.85326e+07	3.52156e+07	0	120942	7.07126e+07	1.79982e+07	6.43487e+06	3.45075e+06	1.07737e+06	1.90675e+06	0	3.33594e+06	344.033	0.330488	3.67769e+06	4455.06	1.28658e-14
8.01219e+07	3.67837e+07	0	120267	7.06817e+07	1.79705e+07	6.4486e+06	3.45075e+06	1.0911e+06	1.90675e+06	0	3.37504e+06	347.038	0.330959	3.71674e+06	4504.92	-1.26916e-14
