StorAll	Snow	Intercp	Surface	Soil	SoilL1	SoilL2	SoilL3	RZW	GW	ET	EvapS	EvapI	EvapT	Leakage	SrfOut	GWOut	AllOut	SrftoCh	GWtoCh	Rchrge
239.315	186.63	-nan	58.1715	239.8	78.4543	155.601	254.737	185.407	257.183	138.66	89.9921	-nan	156.018	-nan	57.6803	288.649	132.865	60.9836	283.576	0
240.529	187.664	-nan	61.9187	240.978	80.3248	156.856	255.645	187.078	258.168	142.047	93.2874	-nan	157.849	-nan	62.0219	289.616	136.533	65.2606	284.547	0
241.71	188.695	-nan	68.2222	242.132	82.3679	158.144	256.555	188.696	259.157	147.348	97.3222	-nan	159.49	-nan	67.714	290.587	141.368	73.3462	285.521	0
242.933	189.737	-nan	68.4777	243.314	83.9088	159.43	257.466	190.363	260.146	142.965	100.638	-nan	161.524	-nan	70.413	291.553	139.006	56.9223	286.491	0
244.13	190.785	-nan	67.3857	244.474	85.4516	160.739	258.378	191.969	261.138	146.393	103.378	-nan	163.364	-nan	71.2785	292.519	142.828	61.2085	287.46	0
245.29	191.833	-nan	68.8907	245.61	87.2554	162.075	259.293	193.524	262.132	152.67	107.082	-nan	165.02	-nan	72.7317	293.488	148.799	67.4502	288.431	0
246.454	192.891	-nan	70.4748	246.749	88.9633	163.422	260.21	195.084	263.128	153.459	109.901	-nan	166.774	-nan	74.2748	294.457	149.854	70.8836	289.401	0
247.615	193.957	-nan	72.8293	247.883	90.6445	164.78	261.128	196.627	264.126	155.253	112.47	-nan	168.52	-nan	76.2388	295.425	151.798	75.8408	290.372	0
248.767	195.022	-nan	77.1041	249.01	92.4363	166.141	262.05	198.158	265.127	158.381	115.504	-nan	170.201	-nan	79.4635	296.395	154.944	83.5752	291.343	0
249.935	196.115	-nan	78.7048	250.147	93.9578	167.498	262.972	199.7	266.131	156.15	115.755	-nan	172.018	-nan	81.8217	297.364	153.507	74.1892	292.313	0
251.076	197.206	-nan	83.4239	251.264	95.7558	168.856	263.897	201.2	267.137	162.147	120.351	-nan	173.675	-nan	85.0125	298.334	159.491	91.9985	293.285	0
252.206	198.284	-nan	92.3761	252.377	97.7667	170.21	264.826	202.697	268.147	166.175	125.015	-nan	175.249	-nan	91.5035	299.307	163.489	105.412	294.258	0
253.356	199.37	-nan	99.8145	253.504	99.6287	171.553	265.755	204.227	269.159	164.948	125.917	-nan	177.094	-nan	98.1434	300.279	162.919	102.911	295.23	0
254.526	200.479	-nan	103.029	254.646	101.298	172.885	266.686	205.792	270.174	162.566	125.736	-nan	178.959	-nan	102.757	301.249	161.241	41.402	296.201	0
255.634	201.537	-nan	118.638	255.737	103.593	174.221	267.621	207.235	271.192	174.042	136.042	-nan	180.35	-nan	110.883	302.226	172.541	142.787	297.178	0
256.761	202.617	-nan	130.743	256.852	105.637	175.54	268.556	208.73	272.212	173.035	138.268	-nan	182.284	-nan	120.982	303.2	172.168	143.118	298.152	0
257.868	203.676	-nan	143.919	257.95	107.882	176.862	269.494	210.189	273.234	177.352	143.944	-nan	183.845	-nan	133.738	304.177	176.629	154.051	299.128	0
258.979	204.729	-nan	154.78	259.053	110.057	178.179	270.434	211.655	274.258	178.696	148.275	-nan	185.677	-nan	146.852	305.154	178.224	170.803	300.104	0
260.086	205.75	-nan	166.026	260.153	112.304	179.492	271.375	213.113	275.284	181.281	152.821	-nan	187.386	-nan	158.977	306.132	180.951	185.125	301.081	0
261.205	206.75	-nan	175.492	261.264	114.386	180.801	272.316	214.594	276.311	182.041	157.077	-nan	189.358	-nan	169.226	307.108	181.892	156.73	302.056	0
262.317	207.751	-nan	185.989	262.368	116.472	182.108	273.259	216.055	277.338	184.678	161.778	-nan	191.187	-nan	178.092	308.084	184.62	183.353	303.032	0
263.421	208.751	-nan	196.926	263.467	118.584	183.419	274.203	217.499	278.367	187.424	166.538	-nan	192.983	-nan	185.95	309.061	187.417	199.457	304.008	0
264.521	209.751	-nan	206.543	264.561	120.68	184.726	275.149	218.93	279.396	189.961	171.662	-nan	194.8	-nan	192.842	310.038	189.978	205.856	304.986	0
265.617	210.751	-nan	215.014	265.653	122.726	186.029	276.095	220.347	280.427	192.394	176.945	-nan	196.644	-nan	198.548	311.016	192.415	209.116	305.963	0
266.701	211.751	-nan	217.184	266.735	124.881	187.333	277.042	221.739	281.458	195.194	181.309	-nan	198.329	-nan	202.39	311.995	195.21	206.876	306.942	0
267.773	212.751	-nan	214.85	267.806	127.185	188.642	277.992	223.104	282.49	197.41	183.799	-nan	199.809	-nan	202.224	312.977	197.42	203.122	307.923	0
261.085	213.751	-nan	39.8864	261.356	73.0351	187.324	278.879	198.125	283.374	121.891	108.429	1	200.523	-nan	44.4606	313.969	112.564	33.2615	308.913	0.589267
259.212	214.751	-nan	52.91	259.537	64.3219	183.842	279.703	190.723	284.146	104.348	95.0669	1	147.448	-nan	47.9479	314.96	93.5522	62.8775	309.902	0.0927673
260.628	215.751	-nan	66.781	260.842	66.5391	184.797	280.645	192.695	285.163	121.696	90.048	-nan	135.635	-nan	58.9547	315.941	111.882	168.9	310.884	0
261.988	216.751	-nan	88.1376	262.128	68.7684	185.936	281.589	194.621	286.182	125.496	93.6457	-nan	137.923	-nan	73.9513	316.924	119.071	165.729	311.867	0
263.024	217.751	1	126.203	263.122	70.3387	187.186	282.538	195.732	287.203	99.167	89.4138	1	139.009	-nan	96.7302	317.917	98.8108	181.69	312.858	0.0149386
262.218	218.751	-nan	105.019	262.394	66.237	185.447	283.406	191.802	288.068	95.6716	83.6838	1.00083	140.176	-nan	103.548	318.909	96.7515	92.0519	313.849	0.219328
263.54	219.751	-nan	121.758	263.667	68.5097	186.421	284.347	193.691	289.083	119.404	82.6017	-nan	134.761	-nan	113.416	319.894	118.784	187.261	314.834	0
264.884	220.751	-nan	136.006	264.975	70.679	187.547	285.291	195.657	290.101	124.461	98.0172	-nan	137.341	-nan	125.675	320.877	124.554	162.034	315.818	0
263.888	221.751	-nan	103.89	264.086	66.408	184.507	286.115	191.405	290.889	96.0438	87.5858	1	138.682	-nan	112.547	321.87	97.9708	92.3881	316.81	0.342733
265.359	222.751	-nan	103.716	265.514	68.0211	185.421	287.055	193.602	291.902	122.556	109.956	-nan	133.836	-nan	106.703	322.852	121.536	53.8092	317.793	0
266.726	223.751	-nan	110.607	266.84	70.1222	186.536	287.998	195.598	292.918	123.754	101.242	-nan	136.254	-nan	109.104	323.834	122.824	140.416	318.777	0
268.064	224.751	-nan	121.042	268.15	72.2263	187.663	288.943	197.558	293.935	127.448	105.544	-nan	138.528	-nan	116.549	324.818	126.908	152.805	319.755	0
269.33	225.751	-nan	138.775	269.396	74.5363	188.824	289.889	199.379	294.953	128.366	94.7289	-nan	140.373	-nan	129.394	325.804	128.42	197.651	320.742	0
270.62	226.751	-nan	154.348	270.67	76.6897	189.986	290.836	201.257	295.972	133.659	112.1	-nan	142.82	-nan	143.938	326.789	134.002	189.085	321.727	0
271.885	227.751	-nan	172.229	271.922	78.8924	191.168	291.783	203.087	296.992	136.293	113.202	-nan	144.932	-nan	159.99	327.774	136.98	206.542	322.713	0
273.146	228.751	-nan	188.589	273.174	81.0505	192.355	292.731	204.912	298.012	140.196	121.603	-nan	147.17	-nan	175.923	328.76	141.054	215.734	323.699	0
271.804	229.751	-nan	128.855	271.91	73.63	191.989	293.637	199.249	298.944	106.467	101.241	1	148.545	-nan	149.648	329.753	108.31	117.102	324.69	0
270.51	230.751	-nan	100.801	270.772	69.7941	185.877	294.296	194.696	299.465	93.1152	82.981	1	139.484	-nan	112.198	330.747	95.5551	91.9911	325.682	0.346875
264.318	231.751	-nan	38.3636	265.421	61.0525	161.889	293.502	181.279	297.978	79.9228	63.7724	1	133.727	-nan	44.8172	331.741	61.1589	28.041	326.67	0.332245
266.067	232.751	-nan	38.4692	266.824	63.3869	162.595	294.403	183.435	298.94	102.243	77.6319	-nan	122.393	-nan	42.2499	332.727	79.3979	155.427	327.655	0
267.689	233.751	-nan	41.9999	268.201	65.5931	163.739	295.326	185.504	299.931	106.743	82.2383	-nan	124.824	-nan	44.3428	333.712	87.652	154.843	328.641	0
269.206	-nan	-nan	49.0009	269.555	67.8059	164.891	296.25	187.527	300.924	110.668	86.2901	-nan	127.067	-nan	48.6516	334.698	96.4857	159.784	329.627	0
270.715	-nan	-nan	54.5078	270.959	69.7999	166.04	297.174	189.639	301.917	116.628	101.139	-nan	129.529	-nan	52.8787	335.683	107.765	97.7679	330.612	0
272.182	-nan	-nan	60.451	272.355	71.705	167.193	298.099	191.73	302.912	121.75	109.38	-nan	131.945	-nan	57.2496	336.668	115.747	86.4978	331.597	0
265.459	-nan	-nan	34.9286	266.416	59.0258	152.024	296.948	177.705	301.091	89.2342	84.3702	1	133.633	-nan	37.4826	337.661	74.355	33.107	332.587	0.0773539
262.715	-nan	-nan	33.0986	264.108	56.1181	143.766	296.285	172.84	300.004	76.7226	70.2248	1	118.906	-nan	34.3106	338.654	53.8162	32.4944	333.577	0.101008
264.698	-nan	-nan	34.4238	265.586	58.5899	144.597	297.149	175.144	300.939	93.1568	71.1082	-nan	115.643	-nan	35.7781	339.64	68.2124	125.303	334.561	0
266.536	-nan	-nan	35.9997	267.112	60.7911	145.732	298.033	177.513	301.896	97.8921	80.5648	-nan	118.285	-nan	37.3453	340.624	80.0317	72.164	335.544	0
268.255	-nan	-nan	38.0325	268.639	62.8929	146.874	298.919	179.878	302.855	102.694	87.4144	-nan	120.896	-nan	38.9851	341.608	90.2997	59.3533	336.527	0
269.768	-nan	-nan	44.633	270.029	65.3016	148.035	299.806	182	303.816	106.249	83.6839	-nan	123.27	-nan	43.0886	342.594	96.0289	141.909	337.51	0
271.245	-nan	-nan	52.959	271.428	67.6446	149.208	300.695	184.136	304.779	110.8	91.5315	-nan	125.629	-nan	48.8509	343.579	104.272	128.968	338.494	0
272.737	-nan	-nan	59.2055	272.867	69.6737	150.388	301.584	186.327	305.742	118.149	107.171	-nan	128.182	-nan	54.1258	344.563	114.178	71.7269	339.477	0
274.177	-nan	-nan	67.1822	274.269	71.6824	151.597	302.473	188.441	306.706	123.966	115.493	-nan	130.707	-nan	59.6362	345.547	121.195	82.702	340.459	0
275.54	-nan	-nan	85.5975	275.603	73.9969	152.854	303.365	190.45	307.673	124.895	110.496	-nan	132.947	-nan	69.3325	346.533	122.969	156.525	341.442	0
276.863	-nan	-nan	110.6	276.907	76.4123	154.158	304.258	192.408	308.642	127.114	110.164	-nan	135.046	-nan	84.58	347.518	125.969	188.125	342.426	0
278.257	-nan	-nan	115.179	278.288	77.6311	155.471	305.15	194.408	309.611	147.383	159.259	-nan	137.832	-nan	95.2861	348.501	146.706	25.9972	343.407	0
279.593	-nan	-nan	126.046	279.61	79.6242	156.825	306.044	196.366	310.583	141.893	145.252	-nan	140.17	-nan	103.255	349.485	141.543	144.582	344.389	0
280.872	-nan	-nan	160.356	280.883	82.0479	158.225	306.942	198.266	311.56	137.655	125.42	-nan	141.987	-nan	117.674	350.47	137.514	228.195	345.372	0
282.148	-nan	-nan	193.004	282.155	84.4175	159.656	307.841	200.16	312.539	141.309	133.211	-nan	144.122	-nan	137.086	351.456	141.293	243.978	346.355	0
283.397	-nan	-nan	226.017	283.401	86.8888	161.109	308.743	202.009	313.521	141.832	128.371	-nan	145.939	-nan	160.76	352.443	141.912	269.463	347.339	0
284.659	-nan	-nan	250.523	284.661	89.2316	162.574	309.645	203.876	314.505	146.914	142.824	-nan	148.215	-nan	185.549	353.429	147.017	281.674	348.322	0
